PassengerId,Survived,Pclass,SibSp,Parch,Gender,AgeFill,FamilySize,Age*Class
469,0,3,0,0,1,25.0,0,75.0
470,1,3,2,1,0,0.75,3,2.25
471,0,3,0,0,1,25.0,0,75.0
472,0,3,0,0,1,38.0,0,114.0
473,1,2,1,2,0,33.0,3,66.0
474,1,2,0,0,0,23.0,0,46.0
475,0,3,0,0,0,22.0,0,66.0
476,0,1,0,0,1,40.0,0,40.0
477,0,2,1,0,1,34.0,1,68.0
478,0,3,1,0,1,29.0,1,87.0
479,0,3,0,0,1,22.0,0,66.0
480,1,3,0,1,0,2.0,1,6.0
481,0,3,5,2,1,9.0,7,27.0
482,0,2,0,0,1,30.0,0,60.0
483,0,3,0,0,1,50.0,0,150.0
484,1,3,0,0,0,63.0,0,189.0
485,1,1,1,0,1,25.0,1,25.0
486,0,3,3,1,0,21.5,4,64.5
487,1,1,1,0,0,35.0,1,35.0
488,0,1,0,0,1,58.0,0,58.0
489,0,3,0,0,1,30.0,0,90.0
490,1,3,1,1,1,9.0,2,27.0
491,0,3,1,0,1,25.0,1,75.0
492,0,3,0,0,1,21.0,0,63.0
493,0,1,0,0,1,55.0,0,55.0
494,0,1,0,0,1,71.0,0,71.0
495,0,3,0,0,1,21.0,0,63.0
496,0,3,0,0,1,25.0,0,75.0
497,1,1,1,0,0,54.0,1,54.0
498,0,3,0,0,1,25.0,0,75.0
499,0,1,1,2,0,25.0,3,25.0
500,0,3,0,0,1,24.0,0,72.0
501,0,3,0,0,1,17.0,0,51.0
502,0,3,0,0,0,21.0,0,63.0
503,0,3,0,0,0,21.5,0,64.5
504,0,3,0,0,0,37.0,0,111.0
505,1,1,0,0,0,16.0,0,16.0
506,0,1,1,0,1,18.0,1,18.0
507,1,2,0,2,0,33.0,2,66.0
508,1,1,0,0,1,40.0,0,40.0
509,0,3,0,0,1,28.0,0,84.0
510,1,3,0,0,1,26.0,0,78.0
511,1,3,0,0,1,29.0,0,87.0
512,0,3,0,0,1,25.0,0,75.0
513,1,1,0,0,1,36.0,0,36.0
514,1,1,1,0,0,54.0,1,54.0
515,0,3,0,0,1,24.0,0,72.0
516,0,1,0,0,1,47.0,0,47.0
517,1,2,0,0,0,34.0,0,68.0
518,0,3,0,0,1,25.0,0,75.0
519,1,2,1,0,0,36.0,1,72.0
520,0,3,0,0,1,32.0,0,96.0
521,1,1,0,0,0,30.0,0,30.0
522,0,3,0,0,1,22.0,0,66.0
523,0,3,0,0,1,25.0,0,75.0
524,1,1,0,1,0,44.0,1,44.0
525,0,3,0,0,1,25.0,0,75.0
526,0,3,0,0,1,40.5,0,121.5
527,1,2,0,0,0,50.0,0,100.0
528,0,1,0,0,1,40.0,0,40.0
529,0,3,0,0,1,39.0,0,117.0
530,0,2,2,1,1,23.0,3,46.0
531,1,2,1,1,0,2.0,2,4.0
532,0,3,0,0,1,25.0,0,75.0
533,0,3,1,1,1,17.0,2,51.0
534,1,3,0,2,0,21.5,2,64.5
535,0,3,0,0,0,30.0,0,90.0
536,1,2,0,2,0,7.0,2,14.0
537,0,1,0,0,1,45.0,0,45.0
538,1,1,0,0,0,30.0,0,30.0
539,0,3,0,0,1,25.0,0,75.0
540,1,1,0,2,0,22.0,2,22.0
541,1,1,0,2,0,36.0,2,36.0
542,0,3,4,2,0,9.0,6,27.0
543,0,3,4,2,0,11.0,6,33.0
544,1,2,1,0,1,32.0,1,64.0
545,0,1,1,0,1,50.0,1,50.0
546,0,1,0,0,1,64.0,0,64.0
547,1,2,1,0,0,19.0,1,38.0
548,1,2,0,0,1,30.0,0,60.0
549,0,3,1,1,1,33.0,2,99.0
550,1,2,1,1,1,8.0,2,16.0
551,1,1,0,2,1,17.0,2,17.0
552,0,2,0,0,1,27.0,0,54.0
553,0,3,0,0,1,25.0,0,75.0
554,1,3,0,0,1,22.0,0,66.0
555,1,3,0,0,0,22.0,0,66.0
556,0,1,0,0,1,62.0,0,62.0
557,1,1,1,0,0,48.0,1,48.0
558,0,1,0,0,1,40.0,0,40.0
559,1,1,1,1,0,39.0,2,39.0
560,1,3,1,0,0,36.0,1,108.0
561,0,3,0,0,1,25.0,0,75.0
562,0,3,0,0,1,40.0,0,120.0
563,0,2,0,0,1,28.0,0,56.0
564,0,3,0,0,1,25.0,0,75.0
565,0,3,0,0,0,21.5,0,64.5
566,0,3,2,0,1,24.0,2,72.0
567,0,3,0,0,1,19.0,0,57.0
568,0,3,0,4,0,29.0,4,87.0
569,0,3,0,0,1,25.0,0,75.0
570,1,3,0,0,1,32.0,0,96.0
571,1,2,0,0,1,62.0,0,124.0
572,1,1,2,0,0,53.0,2,53.0
573,1,1,0,0,1,36.0,0,36.0
574,1,3,0,0,0,21.5,0,64.5
575,0,3,0,0,1,16.0,0,48.0
576,0,3,0,0,1,19.0,0,57.0
577,1,2,0,0,0,34.0,0,68.0
578,1,1,1,0,0,39.0,1,39.0
579,0,3,1,0,0,21.5,1,64.5
580,1,3,0,0,1,32.0,0,96.0
581,1,2,1,1,0,25.0,2,50.0
582,1,1,1,1,0,39.0,2,39.0
583,0,2,0,0,1,54.0,0,108.0
584,0,1,0,0,1,36.0,0,36.0
585,0,3,0,0,1,25.0,0,75.0
586,1,1,0,2,0,18.0,2,18.0
587,0,2,0,0,1,47.0,0,94.0
588,1,1,1,1,1,60.0,2,60.0
589,0,3,0,0,1,22.0,0,66.0
590,0,3,0,0,1,25.0,0,75.0
591,0,3,0,0,1,35.0,0,105.0
592,1,1,1,0,0,52.0,1,52.0
593,0,3,0,0,1,47.0,0,141.0
594,0,3,0,2,0,21.5,2,64.5
595,0,2,1,0,1,37.0,1,74.0
596,0,3,1,1,1,36.0,2,108.0
597,1,2,0,0,0,28.0,0,56.0
598,0,3,0,0,1,49.0,0,147.0
599,0,3,0,0,1,25.0,0,75.0
600,1,1,1,0,1,49.0,1,49.0
601,1,2,2,1,0,24.0,3,48.0
602,0,3,0,0,1,25.0,0,75.0
603,0,1,0,0,1,40.0,0,40.0
604,0,3,0,0,1,44.0,0,132.0
605,1,1,0,0,1,35.0,0,35.0
606,0,3,1,0,1,36.0,1,108.0
607,0,3,0,0,1,30.0,0,90.0
608,1,1,0,0,1,27.0,0,27.0
609,1,2,1,2,0,22.0,3,44.0
610,1,1,0,0,0,40.0,0,40.0
611,0,3,1,5,0,39.0,6,117.0
612,0,3,0,0,1,25.0,0,75.0
613,1,3,1,0,0,21.5,1,64.5
614,0,3,0,0,1,25.0,0,75.0
615,0,3,0,0,1,35.0,0,105.0
616,1,2,1,2,0,24.0,3,48.0
617,0,3,1,1,1,34.0,2,102.0
618,0,3,1,0,0,26.0,1,78.0
619,1,2,2,1,0,4.0,3,8.0
620,0,2,0,0,1,26.0,0,52.0
621,0,3,1,0,1,27.0,1,81.0
622,1,1,1,0,1,42.0,1,42.0
623,1,3,1,1,1,20.0,2,60.0
624,0,3,0,0,1,21.0,0,63.0
625,0,3,0,0,1,21.0,0,63.0
626,0,1,0,0,1,61.0,0,61.0
627,0,2,0,0,1,57.0,0,114.0
628,1,1,0,0,0,21.0,0,21.0
629,0,3,0,0,1,26.0,0,78.0
630,0,3,0,0,1,25.0,0,75.0
631,1,1,0,0,1,80.0,0,80.0
632,0,3,0,0,1,51.0,0,153.0
